2023-03-11 15:49:30,275.73 
2023-03-11 15:50:02,275.73 
2023-03-11 15:55:01,275.50 
2023-03-11 16:00:02,275.40 
2023-03-11 16:05:01,275.44 
2023-03-11 16:10:03,274.77 
2023-03-11 16:15:01,275.23 
2023-03-11 16:20:02,275.10 
2023-03-11 16:25:02,274.83 
2023-03-11 16:30:01,274.34 
2023-03-11 16:35:01,274.21 
2023-03-11 16:40:01,274.08 
2023-03-11 16:45:02,273.98 
2023-03-11 16:50:02,274.89 
2023-03-11 16:55:01,274.86 
2023-03-11 17:00:01,274.34 
2023-03-11 17:05:01,274.82 
2023-03-11 17:10:01,275.10 
2023-03-11 17:15:02,274.93 
2023-03-11 17:20:02,275.23 
2023-03-11 17:25:01,275.79 
2023-03-11 17:30:02,275.50 
2023-03-11 17:35:02,275.39 
2023-03-11 17:40:01,275.20 
2023-03-11 17:45:02,275.95 
2023-03-11 17:50:01,276.31 
2023-03-11 17:55:02,275.85 
2023-03-11 18:00:02,276.17 
2023-03-11 18:05:02,276.16 
2023-03-11 18:10:02,276.01 
2023-03-11 18:15:01,275.68 
2023-03-11 18:20:02,276.11 
2023-03-11 18:25:02,276.58 
2023-03-11 18:30:02,276.41 
2023-03-11 18:35:01,275.90 
2023-03-11 18:40:01,276.04 
2023-03-11 18:45:01,275.87 
2023-03-11 18:50:02,275.80 
2023-03-11 18:55:02,275.60 
2023-03-11 19:00:02,275.45 
2023-03-11 19:05:02,275.97 
2023-03-11 19:10:02,275.80 
2023-03-11 19:15:02,275.50 
2023-03-11 19:20:01,275.42 
2023-03-11 19:25:02,275.60 
2023-03-11 19:30:02,275.68 
2023-03-11 19:35:02,275.73 
2023-03-11 19:40:01,275.44 
2023-03-11 19:45:01,275.35 
2023-03-11 19:50:01,275.70 
2023-03-11 19:55:02,275.83 
2023-03-11 20:00:02,275.70 
2023-03-11 20:05:02,276.01 
2023-03-11 20:10:02,275.80 
2023-03-11 20:15:02,275.77 
2023-03-11 20:20:01,275.66 
2023-03-11 20:25:01,276.01 
2023-03-11 20:30:01,276.01 
2023-03-11 20:35:02,276.74 
2023-03-11 20:40:02,276.88 
