2023-03-11 20:45:02,277.28 
2023-03-11 20:50:02,276.88 
2023-03-11 20:55:01,276.82 
2023-03-11 21:00:01,276.96 
2023-03-11 21:05:01,276.92 
2023-03-11 21:10:02,276.81 
2023-03-11 21:15:02,277.03 
2023-03-11 21:20:02,276.55 
2023-03-11 21:25:01,276.71 
2023-03-11 21:30:01,276.97 
2023-03-11 21:35:01,276.87 
2023-03-11 21:36:59,276.87 
2023-03-11 21:40:02,276.91 
2023-03-11 21:41:25,276.91 
2023-03-11 21:45:01,277.42 
2023-03-11 21:50:02,277.42 
2023-03-11 21:55:02,277.65 
2023-03-11 22:00:02,277.82 
2023-03-11 22:05:01,277.69 
2023-03-11 22:10:02,277.76 
2023-03-11 22:15:01,278.17 
2023-03-11 22:20:02,278.43 
2023-03-11 22:25:01,278.28 
2023-03-11 22:30:02,278.15 
2023-03-25 23:42:15,325.64 
2023-03-25 23:42:57,325.64 
2023-03-26 00:07:12,325.75 
2023-03-26 00:10:02,325.75 
2023-03-26 00:15:01,325.75 
2023-03-26 00:20:02,325.48 
2023-03-26 00:25:01,325.39 
2023-03-26 00:30:02,325.37 
2023-03-26 00:35:01,325.62 
2023-03-26 00:40:02,325.82 
2023-03-26 00:45:01,326.37 
2023-03-26 00:50:02,326.74 
2023-03-26 00:55:01,326.78 
2023-03-26 01:00:02,326.55 
2023-03-26 01:05:01,326.45 
2023-03-26 01:10:02,326.54 
2023-03-26 01:15:02,326.57 
2023-03-26 01:20:01,326.76 
2023-03-26 01:25:01,326.91 
2023-03-26 01:30:01,326.82 
2023-03-26 01:35:01,327.09 
2023-03-26 01:40:02,327.17 
2023-03-26 01:45:01,327.24 
2023-03-26 01:50:02,326.89 
2023-03-26 01:55:01,327.26 
2023-03-26 02:00:02,327.26 
2023-03-26 02:05:02,327.23 
2023-03-26 02:10:01,327.44 
2023-03-26 02:15:02,327.28 
2023-03-26 02:20:01,327.26 
2023-03-26 02:25:02,327.16 
2023-03-26 02:30:01,327.16 
2023-03-26 02:35:02,327.33 
2023-03-26 02:40:01,327.39 
2023-03-26 02:45:02,326.76 
2023-03-26 02:50:02,327.10 
2023-03-26 02:55:01,327.22 
2023-03-26 03:00:02,327.19 
2023-03-26 03:05:02,327.19 
2023-03-26 03:10:02,327.16 
2023-03-26 03:15:01,327.24 
2023-03-26 03:20:01,327.14 
2023-03-26 03:25:02,327.07 
2023-03-26 03:30:01,327.08 
2023-03-26 03:35:02,326.73 
2023-03-26 03:40:02,327.10 
2023-03-26 03:45:01,327.00 
2023-03-26 03:50:02,326.93 
2023-03-26 03:55:01,326.86 
2023-03-26 04:00:02,327.02 
2023-03-26 04:05:01,326.96 
2023-03-26 04:10:02,326.76 
2023-03-26 04:15:02,326.91 
2023-03-26 04:20:02,327.07 
2023-03-26 04:25:01,327.10 
2023-03-26 04:30:02,327.06 
2023-03-26 04:35:01,327.07 
2023-03-26 04:40:02,327.01 
2023-03-26 04:45:01,326.97 
2023-03-26 04:50:02,326.97 
2023-03-26 04:55:02,326.95 
2023-03-26 05:00:02,327.21 
2023-03-26 05:05:01,327.19 
2023-03-26 05:10:03,327.04 
2023-03-26 05:15:01,327.47 
2023-03-26 05:20:02,326.94 
2023-03-26 05:25:02,326.79 
2023-03-26 05:30:01,326.66 
2023-03-26 05:35:02,326.93 
2023-03-26 05:40:01,327.18 
2023-03-26 05:45:02,327.38 
2023-03-26 05:50:02,327.53 
2023-03-26 05:55:01,327.47 
2023-03-26 06:00:02,327.31 
2023-03-26 06:05:02,327.39 
2023-03-26 06:10:02,327.26 
2023-03-26 06:15:01,327.53 
2023-03-26 06:20:02,327.49 
2023-03-26 06:25:01,327.15 
2023-03-26 06:30:02,327.22 
2023-03-26 06:35:01,327.27 
2023-03-26 06:40:02,327.48 
2023-03-26 06:45:01,327.29 
2023-03-26 06:50:02,327.37 
2023-03-26 06:55:03,327.36 
2023-03-26 07:00:01,327.39 
2023-03-26 07:05:02,327.33 
2023-03-26 07:10:02,327.44 
2023-03-26 07:15:01,327.60 
2023-03-26 07:20:02,327.54 
2023-03-26 07:25:02,327.59 
2023-03-26 07:30:01,327.57 
2023-03-26 07:35:02,327.52 
2023-03-26 07:40:01,327.49 
2023-03-26 07:45:02,327.44 
2023-03-26 07:50:01,327.44 
2023-03-26 07:55:02,327.40 
2023-03-26 08:00:01,327.55 
2023-03-26 08:05:02,327.55 
2023-03-26 08:10:01,327.55 
2023-03-26 08:15:02,327.94 
2023-03-26 08:20:01,327.78 
2023-03-26 08:25:02,327.84 
2023-03-26 08:30:02,327.87 
2023-03-26 08:35:01,327.69 
2023-03-26 08:40:02,328.93 
2023-03-26 08:45:02,329.23 
2023-03-26 08:50:01,329.61 
2023-03-26 08:55:02,329.37 
2023-03-26 09:00:01,329.24 
2023-03-26 09:05:02,329.35 
2023-03-26 09:10:01,329.73 
2023-03-26 09:15:02,329.84 
2023-03-26 09:20:02,329.73 
2023-03-26 09:25:02,329.69 
2023-03-26 09:30:01,329.71 
2023-03-26 09:35:02,329.28 
2023-03-26 09:40:02,329.54 
2023-03-26 09:45:01,329.47 
2023-03-26 09:50:02,329.50 
2023-03-26 09:55:01,329.60 
2023-03-26 10:00:02,330.02 
2023-03-26 10:05:02,329.94 
2023-03-26 10:10:01,330.14 
2023-03-26 10:15:02,330.05 
2023-03-26 10:20:01,329.82 
2023-03-26 10:25:02,330.05 
2023-03-26 10:30:02,330.10 
2023-03-26 10:35:01,329.97 
2023-03-26 10:40:02,330.17 
2023-03-26 10:45:01,330.02 
2023-03-26 10:50:02,330.42 
2023-03-26 10:55:02,330.46 
2023-03-26 11:00:01,330.26 
2023-03-26 11:05:02,330.14 
2023-03-26 11:10:01,330.23 
2023-03-26 11:15:02,330.50 
2023-03-26 11:20:01,330.32 
2023-03-26 11:25:02,330.24 
2023-03-26 11:30:01,329.99 
2023-03-26 11:35:02,329.92 
2023-03-26 11:40:01,329.69 
2023-03-26 11:45:02,330.19 
2023-03-26 11:50:01,330.26 
2023-03-26 11:55:02,330.32 
2023-03-26 12:00:02,330.81 
2023-03-26 12:05:01,330.98 
2023-03-26 12:10:02,330.74 
2023-03-26 12:15:01,330.51 
2023-03-26 12:20:01,330.28 
2023-03-26 12:25:01,330.26 
2023-03-26 12:30:02,329.89 
2023-03-26 12:35:02,330.35 
2023-03-26 12:40:02,330.11 
2023-03-26 12:45:01,330.16 
2023-03-26 12:50:02,330.36 
2023-03-26 12:55:02,329.98 
2023-03-26 13:00:01,330.20 
2023-03-26 13:05:02,330.03 
2023-03-26 13:10:01,329.87 
2023-03-26 13:15:01,329.85 
2023-03-26 13:20:02,330.07 
2023-03-26 13:25:01,329.91 
2023-03-26 13:30:02,329.95 
2023-03-26 13:35:01,330.21 
2023-03-26 13:40:02,330.89 
2023-03-26 13:45:01,331.08 
2023-03-26 13:50:02,331.05 
2023-03-26 13:55:01,331.34 
2023-03-26 14:00:02,331.91 
2023-03-26 14:05:01,331.51 
2023-03-26 14:10:02,331.23 
2023-03-26 14:15:01,331.15 
2023-03-26 14:20:02,330.71 
2023-03-26 14:25:01,330.75 
2023-03-26 14:30:02,330.51 
2023-03-26 14:35:02,329.55 
2023-03-26 14:40:01,329.62 
2023-03-26 14:45:02,329.79 
2023-03-26 14:50:02,330.05 
2023-03-26 14:55:02,329.48 
2023-03-26 15:00:01,329.79 
2023-03-26 15:05:02,329.99 
2023-03-26 15:10:01,330.20 
2023-03-26 15:15:02,330.13 
2023-03-26 15:20:01,330.03 
2023-03-26 15:25:02,330.11 
2023-03-26 15:30:02,330.54 
2023-03-26 15:35:01,330.37 
2023-03-26 15:40:02,330.15 
2023-03-26 15:45:02,330.04 
2023-03-26 15:50:01,329.97 
2023-03-26 15:55:02,330.40 
2023-03-26 16:00:01,330.35 
2023-03-26 16:05:01,330.53 
2023-03-26 16:10:02,330.75 
2023-03-26 16:15:01,330.40 
2023-03-26 16:20:01,330.22 
2023-03-26 16:25:02,330.22 
2023-03-26 16:30:02,330.11 
2023-03-26 18:35:01,330.11 
2023-03-26 18:40:02,330.10 
2023-03-26 18:45:01,330.08 
2023-03-26 18:55:02,329.99 
2023-03-26 19:00:01,329.29 
2023-03-26 19:05:02,329.81 
2023-03-26 19:10:02,330.07 
